primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
reboxp1,[],"['call', 'juvenile', 'sex uncertain']",-33.1594,26.6625,Buphagus erythrorynchus,Red-billed Oxpecker,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/645943,reboxp1/XC645943.ogg
strsee1,['reccor'],"['call', 'song']",-1.2051,36.857,Crithagra striolata,Streaky Seedeater,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/294014,strsee1/XC294014.ogg
broman1,[],"['call', 'flight call']",33.727,-117.9436,Spermestes cucullata,Bronze Mannikin,Elias Aristides Elias,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/195341,broman1/XC195341.ogg
grwpyt1,[],['call'],4.6493,39.1103,Pytilia melba,Green-winged Pytilia,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/294857,grwpyt1/XC294857.ogg
rindov,"['didcuc1', 'supsta1']","['call', 'flight call']",0.0033,36.9454,Streptopelia capicola,Ring-necked Dove,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/240871,rindov/XC240871.ogg
golher1,[],[''],-21.2489,32.3486,Ardea goliath,Goliath Heron,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/722271,golher1/XC722271.ogg
strher,[],[''],-3.3833,36.7833,Butorides striata,Striated Heron,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/703343,strher/XC703343.ogg
rebhor1,[],['song'],-2.9945,38.2842,Tockus erythrorhynchus,Northern Red-billed Hornbill,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/39432,rebhor1/XC39432.ogg
bkfruw1,[],['song'],-0.989,29.616,Bathmocercus rufus,Black-faced Rufous-Warbler,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/246009,bkfruw1/XC246009.ogg
fatwid1,[],['communal call'],-0.57,30.76,Euplectes axillaris,Fan-tailed Widowbird,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/282049,fatwid1/XC282049.ogg
kerspa2,"['combul2', 'varsun2']",['song'],-0.4487,36.2639,Passer rufocinctus,Kenya Rufous Sparrow,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/212519,kerspa2/XC212519.ogg
wbgbir1,[],['call'],7.5501,38.6816,Corythaixoides leucogaster,White-bellied Go-away-bird,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/294741,wbgbir1/XC294741.ogg
equaka1,[],['song'],0.2403,34.8684,Sheppardia aequatorialis,Equatorial Akalat,James and David Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/131664,equaka1/XC131664.ogg
spwlap1,[],"['adult', 'call', 'sex uncertain']",7.6104,38.6933,Vanellus spinosus,Spur-winged Lapwing,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/530958,spwlap1/XC530958.ogg
blcapa2,[],[''],-0.3738,37.3105,Oreolais pulcher,Black-collared Apalis,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/753419,blcapa2/XC753419.ogg
whbcou1,[],['song'],-24.1556,30.9443,Centropus superciliosus,White-browed Coucal,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/444153,whbcou1/XC444153.ogg
quailf1,[],['call'],-33.3276,26.5359,Ortygospiza atricollis,Quailfinch,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/354058,quailf1/XC354058.ogg
rocmar2,[],['call'],-8.4935,35.9031,Ptyonoprogne fuligula,Rock Martin,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/516847,rocmar2/XC516847.ogg
slcbou1,['darbar1'],"['adult', 'call', 'sex uncertain']",0.6158,36.0221,Laniarius funebris,Slate-colored Boubou,Craig Robertson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/583160,slcbou1/XC583160.ogg
bkfruw1,[],['song'],-0.997,29.616,Bathmocercus rufus,Black-faced Rufous-Warbler,Brian Cox,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/113283,bkfruw1/XC113283.ogg
blnwea1,"['combul2', 'yertin1']",['call'],-4.335,15.246,Ploceus nigricollis,Black-necked Weaver,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/302340,blnwea1/XC302340.ogg
refcro1,['abhori1'],['call'],0.0033,36.9454,Sylvietta whytii,Red-faced Crombec,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/239955,refcro1/XC239955.ogg
luebus1,[],"['call', 'song']",-0.989,29.616,Laniarius luehderi,Lühder's Bushshrike,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/430675,luebus1/XC430675.ogg
brican1,[],['song'],-34.0657,20.4687,Crithagra sulphurata,Brimstone Canary,Leroy Étienne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/194273,brican1/XC194273.ogg
bawhor2,[],['call'],0.4564,30.3808,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,Jacek Betleja,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/342698,bawhor2/XC342698.ogg
woosan,[],['flight call'],43.6226,4.3362,Tringa glareola,Wood Sandpiper,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/381834,woosan/XC381834.ogg
amesun2,[],['song'],-3.329,37.3148,Chalcomitra amethystina,Amethyst Sunbird,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/459162,amesun2/XC459162.ogg
sincis1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Cisticola cantans,Singing Cisticola,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/612842,sincis1/XC612842.ogg
dutdov1,[],[''],18.2264,42.4271,Streptopelia lugens,Dusky Turtle-Dove,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/746508,dutdov1/XC746508.ogg
whcpri2,[],['song'],-0.6254,34.351,Schistolais leucopogon,White-chinned Prinia,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/396205,whcpri2/XC396205.ogg
spwlap1,[],"['adult', 'call']",-3.6942,37.4148,Vanellus spinosus,Spur-winged Lapwing,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/596326,spwlap1/XC596326.ogg
blwlap1,[],['call'],-32.5918,27.4156,Vanellus melanopterus,Black-winged Lapwing,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/247686,blwlap1/XC247686.ogg
yewgre1,[],['song'],-1.1367,37.2564,Eurillas latirostris,Yellow-whiskered Greenbul,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/478540,yewgre1/XC478540.ogg
lessts1,[],['song'],-33.2945,26.511,Cecropis abyssinica,Lesser Striped Swallow,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/500737,lessts1/XC500737.ogg
hamerk1,[],"['adult', 'call', 'flight call', 'sex uncertain']",7.0584,38.4695,Scopus umbretta,Hamerkop,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/530964,hamerk1/XC530964.ogg
fislov1,['abhori1'],['song'],-0.6675,36.3188,Agapornis fischeri,Fischer's Lovebird,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/206021,fislov1/XC206021.ogg
refcro1,[],['call'],-0.5636,34.1117,Sylvietta whytii,Red-faced Crombec,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/537131,refcro1/XC537131.ogg
abethr1,[],[''],-3.1552,40.1326,Turdus tephronotus,African Bare-eyed Thrush,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/756300,abethr1/XC756300.ogg
blacuc1,[],"['call', 'female', 'male']",-23.8135,30.1485,Cuculus clamosus,Black Cuckoo,Tristan Spurway,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/500253,blacuc1/XC500253.ogg
brubru1,[],['call'],-25.3702,26.852,Nilaus afer,Brubru,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/329552,brubru1/XC329552.ogg
wbswea1,[],['call'],-32.0854,24.5959,Plocepasser mahali,White-browed Sparrow-Weaver,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/382172,wbswea1/XC382172.ogg
butapa1,[],['song'],4.1889,11.5388,Apalis rufogularis,Buff-throated Apalis,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/206424,butapa1/XC206424.ogg
beasun2,[],['song'],13.9698,-16.7629,Cinnyris pulchellus,Beautiful Sunbird,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/301875,beasun2/XC301875.ogg
ruegls1,[],['call'],-0.5968,31.0106,Lamprotornis purpuroptera,Rüppell's Starling,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/237765,ruegls1/XC237765.ogg
blksaw1,[],['call'],-8.4763,35.9186,Psalidoprocne pristoptera,Black Sawwing,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/517138,blksaw1/XC517138.ogg
somtit4,"['brubru1', 'wbswea1']","['adult', 'song']",-2.814,37.5034,Melaniparus thruppi,Somali Tit,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/600785,somtit4/XC600785.ogg
hunsun2,[],['call'],-3.3518,38.8186,Chalcomitra hunteri,Hunter's Sunbird,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/343974,hunsun2/XC343974.ogg
palpri1,[],"['call', 'song']",5.2013,40.0589,Prinia somalica,Pale Prinia,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/268494,palpri1/XC268494.ogg
abhori1,[],['song'],-24.3834,30.9334,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/602953,abhori1/XC602953.ogg
palpri1,[],['call'],5.2013,40.0589,Prinia somalica,Pale Prinia,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/268495,palpri1/XC268495.ogg
blnwea1,[],['call'],0.3824,33.0169,Ploceus nigricollis,Black-necked Weaver,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/138902,blnwea1/XC138902.ogg
norbro1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Phyllastrephus strepitans,Northern Brownbul,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/603430,norbro1/XC603430.ogg
luebus1,['ccbeat1'],['song'],-1.062,29.7865,Laniarius luehderi,Lühder's Bushshrike,Magnus Wadstein,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/545257,luebus1/XC545257.ogg
palfly2,[],"['begging call', 'juvenile']",0.438,30.374,Agricola pallidus,Pale Flycatcher,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/430674,palfly2/XC430674.ogg
brtcha1,[],"['call', 'male', 'song']",4.864,39.312,Oenanthe scotocerca,Brown-tailed Chat,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/128120,brtcha1/XC128120.ogg
woosan,[],['nocturnal flight call'],39.4696,-0.3522,Tringa glareola,Wood Sandpiper,jesus carrion,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/554792,woosan/XC554792.ogg
brcwea1,[],['call'],0.8233,30.09,Ploceus insignis,Brown-capped Weaver,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/283454,brcwea1/XC283454.ogg
afgfly1,"['combul2', 'kerspa2', 'ratcis1']","['call,begging call,juvenile']",-2.8145,37.4113,Bradornis microrhynchus,African Gray Flycatcher,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/397762,afgfly1/XC397762.ogg
rehblu1,['yewgre1'],['call'],0.501,30.4265,Spermophaga ruficapilla,Red-headed Bluebill,Josh Engel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/137899,rehblu1/XC137899.ogg
pygbat1,[],"['male', 'song']",4.864,39.312,Batis perkeo,Pygmy Batis,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/128145,pygbat1/XC128145.ogg
woosan,[],['nocturnal flight call'],41.9919,1.5099,Tringa glareola,Wood Sandpiper,Lluís Brotons,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/546289,woosan/XC546289.ogg
gargan,[],"['call', 'song']",41.9555,12.0493,Spatula querquedula,Garganey,Sauro Giannerini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/362417,gargan/XC362417.ogg
reftin1,['yebapa1'],['song'],-2.8145,37.4113,Pogoniulus pusillus,Red-fronted Tinkerbird,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/397712,reftin1/XC397712.ogg
blfbus1,[],['call'],-6.93,36.58,Telophorus nigrifrons,Black-fronted Bushshrike,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/515595,blfbus1/XC515595.ogg
libeat1,[],['song'],-20.2128,28.601,Merops pusillus,Little Bee-eater,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/613389,libeat1/XC613389.ogg
fatwid1,['blhgon1'],['song'],-0.57,30.76,Euplectes axillaris,Fan-tailed Widowbird,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/282050,fatwid1/XC282050.ogg
yertin1,[],['song'],-6.256,39.3761,Pogoniulus bilineatus,Yellow-rumped Tinkerbird,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/634152,yertin1/XC634152.ogg
combul2,['yewgre1'],['song'],-0.3882,36.96,Pycnonotus barbatus,Common Bulbul,Ciira Maina,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/298397,combul2/XC298397.ogg
colsun2,[],['call'],1.9199,31.6731,Hedydipna collaris,Collared Sunbird,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/289288,colsun2/XC289288.ogg
purgre2,"['combul2', 'fotdro5']",['song'],0.5824,37.5861,Granatina ianthinogaster,Purple Grenadier,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/234943,purgre2/XC234943.ogg
grewoo2,['hadibi1'],['call'],-25.1564,28.217,Phoeniculus purpureus,Green Woodhoopoe,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/633181,grewoo2/XC633181.ogg
huncis1,[],"['adult', 'call', 'duet', 'female', 'male']",-2.9568,37.5006,Cisticola hunteri,Hunter's Cisticola,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/662363,huncis1/XC662363.ogg
varsun2,['grbcam1'],['song'],6.3155,2.0402,Cinnyris venustus,Variable Sunbird,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/444609,varsun2/XC444609.ogg
chewea1,['afmdov1'],['song'],0.5824,37.5861,Ploceus rubiginosus,Chestnut Weaver,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/234618,chewea1/XC234618.ogg
kvbsun1,[],"['adult', 'call', 'female']",-2.9965,37.6244,Anthreptes orientalis,Eastern Violet-backed Sunbird,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/578596,kvbsun1/XC578596.ogg
affeag1,[],['song'],-8.1871,36.6653,Haliaeetus vocifer,African Fish-Eagle,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/515842,affeag1/XC515842.ogg
brtcha1,[],"['call', 'male', 'song']",4.864,39.312,Oenanthe scotocerca,Brown-tailed Chat,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/128120,brtcha1/XC128120.ogg
augbuz1,[],[''],-1.2446,29.788,Buteo augur,Augur Buzzard,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/703487,augbuz1/XC703487.ogg
rerswa1,[],[''],12.584,78.6526,Cecropis daurica,Red-rumped Swallow,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/697566,rerswa1/XC697566.ogg
ruegls1,[],['song'],-0.53,31.0,Lamprotornis purpuroptera,Rüppell's Starling,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/282020,ruegls1/XC282020.ogg
darter3,"['categr', 'somgre1']",['call'],-33.594,26.8969,Anhinga rufa,African Darter,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/322169,darter3/XC322169.ogg
yebapa1,[],[''],-27.6563,32.4056,Apalis flavida,Yellow-breasted Apalis,Nick Schaller,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/694972,yebapa1/XC694972.ogg
kvbsun1,[],['call'],4.7351,39.2277,Anthreptes orientalis,Eastern Violet-backed Sunbird,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267767,kvbsun1/XC267767.ogg
rocmar2,[],['call'],-8.5004,35.9066,Ptyonoprogne fuligula,Rock Martin,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/517363,rocmar2/XC517363.ogg
hoopoe,[],"['call', 'female', 'male']",37.2775,-4.8975,Upupa epops,Eurasian Hoopoe,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/298840,hoopoe/XC298840.ogg
spepig1,[],['song'],-2.8169,34.9896,Columba guinea,Speckled Pigeon,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/425914,spepig1/XC425914.ogg
lesmaw1,[],['song'],0.0033,36.9454,Ploceus intermedius,Lesser Masked-Weaver,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/240902,lesmaw1/XC240902.ogg
gnbcam2,[],[''],14.8294,-17.2303,Camaroptera brevicaudata,Gray-backed Camaroptera,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/267720,gnbcam2/XC267720.ogg
afghor1,['combul2'],['song'],12.954,-16.7403,Lophoceros nasutus,African Gray Hornbill,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/476618,afghor1/XC476618.ogg
meypar1,[],"['call', 'juvenile']",-6.7849,33.7788,Poicephalus meyeri,Meyer's Parrot,Thibaut Chansac,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/201241,meypar1/XC201241.ogg
kerspa2,[],['call'],-1.5138,37.0511,Passer rufocinctus,Kenya Rufous Sparrow,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/524173,kerspa2/XC524173.ogg
afrgos1,[],['call'],-7.8834,36.4001,Accipiter tachiro,African Goshawk,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/367462,afrgos1/XC367462.ogg
slcbou1,[],['call'],-3.4059,35.825,Laniarius funebris,Slate-colored Boubou,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/615014,slcbou1/XC615014.ogg
gybfis1,[],['song'],6.0021,37.5496,Lanius excubitoroides,Gray-backed Fiscal,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/127885,gybfis1/XC127885.ogg
wtbeat1,[],[''],17.9021,42.381,Merops albicollis,White-throated Bee-eater,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/746342,wtbeat1/XC746342.ogg
palfly2,[],"['begging call', 'call']",9.5477,-4.1815,Agricola pallidus,Pale Flycatcher,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/315791,palfly2/XC315791.ogg
refcro1,[],"['adult', 'song']",-2.9858,37.5975,Sylvietta whytii,Red-faced Crombec,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/588379,refcro1/XC588379.ogg
gyhneg1,['combul2'],['song'],6.1782,-10.4846,Nigrita canicapillus,Gray-headed Nigrita,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/252985,gyhneg1/XC252985.ogg
refcro1,[],[''],-0.8146,36.3998,Sylvietta whytii,Red-faced Crombec,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/750219,refcro1/XC750219.ogg
chtapa3,[],['song'],-1.062,29.7865,Apalis porphyrolaema,Chestnut-throated Apalis,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/234846,chtapa3/XC234846.ogg
yebere1,[],['song'],-3.5573,36.6943,Eremomela icteropygialis,Yellow-bellied Eremomela,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/527886,yebere1/XC527886.ogg
sacibi2,[],"['adult', 'sex uncertain', 'song']",-32.5854,27.8022,Threskiornis aethiopicus,African Sacred Ibis,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/505935,sacibi2/XC505935.ogg
sltnig1,[],['song'],-3.0348,35.2835,Caprimulgus clarus,Slender-tailed Nightjar,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/424342,sltnig1/XC424342.ogg
gnbcam2,[],[''],-0.636,34.117,Camaroptera brevicaudata,Gray-backed Camaroptera,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/316684,gnbcam2/XC316684.ogg
grwpyt1,[],"['adult', 'call', 'sex uncertain']",-26.4683,26.4302,Pytilia melba,Green-winged Pytilia,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/659020,grwpyt1/XC659020.ogg
whbwea1,[],['call'],-6.7849,33.7788,Dinemellia dinemelli,White-headed Buffalo-Weaver,Thibaut Chansac,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/200750,whbwea1/XC200750.ogg
mcptit1,[],"['adult', 'call', 'sex uncertain']",-2.8145,37.4113,Anthoscopus musculus,Mouse-colored Penduline-Tit,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/600806,mcptit1/XC600806.ogg
grbcam1,['yertin1'],"['adult', 'alarm call']",-28.7944,32.0986,Camaroptera brachyura,Green-backed Camaroptera,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/620820,grbcam1/XC620820.ogg
crheag1,[],['call'],6.686,39.7279,Stephanoaetus coronatus,Crowned Eagle,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/267909,crheag1/XC267909.ogg
ccbeat1,[],['alarm call'],-1.062,29.7865,Merops oreobates,Cinnamon-chested Bee-eater,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/235951,ccbeat1/XC235951.ogg
yebgre1,[],[''],-3.3025,39.8815,Chlorocichla flaviventris,Yellow-bellied Greenbul,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/755785,yebgre1/XC755785.ogg
supsta1,[],['call'],0.579,37.54,Lamprotornis superbus,Superb Starling,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.0,https://www.xeno-canto.org/56563,supsta1/XC56563.ogg
brcale1,[],['call'],-1.0173,36.6781,Chamaetylas poliocephala,Brown-chested Alethe,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/289779,brcale1/XC289779.ogg
gobwea1,[],[''],1.4202,103.7203,Ploceus jacksoni,Golden-backed Weaver,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/756461,gobwea1/XC756461.ogg
yewgre1,['grbcam1'],['song'],-0.636,34.117,Eurillas latirostris,Yellow-whiskered Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/365413,yewgre1/XC365413.ogg
darter3,[],['call'],-33.602,26.89,Anhinga rufa,African Darter,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/326706,darter3/XC326706.ogg
